"year","movies_name","total_gross","opening_week","opening_date"
"1996","Eye for an Eye","26,877,589 ","6,968,044 ","01-12"
"1996","Don't Be a Menace to South Central While Drinking Your Juice in the Hood","20,109,115 ","8,112,884 ","01-12"
"1996","From Dusk Till Dawn","25,836,616 ","10,240,805 ","01-19"
"1996","Bed of Roses","19,030,691 ","6,117,558 ","01-26"
"1996","Black Sheep","32,417,995 ","10,593,609 ","02-02"
"1996","The Juror","22,754,725 ","8,411,178 ","02-02"
"1996","Broken Arrow (1996)","70,770,147 ","15,583,510 ","02-09"
"1996","Happy Gilmore","38,824,099 ","8,514,125 ","02-16"
"1996","Muppet Treasure Island","34,327,391 ","7,906,689 ","02-16"
"1996","City Hall","20,340,204 ","6,950,794 ","02-16"
"1996","Rumble in the Bronx","32,392,047 ","9,858,380 ","02-23"
"1996","Up Close and Personal","51,088,705 ","11,101,955 ","03-01"
"1996","Down Periscope","25,785,603 ","7,231,087 ","03-01"
"1996","The Birdcage","124,060,553 ","18,275,828 ","03-08"
"1996","Homeward Bound II: Lost in San Francisco","32,772,492 ","8,605,649 ","03-08"
"1996","Fargo","24,611,975 ","730,265 ","03-08"
"1996","Executive Decision","56,569,216 ","12,069,780 ","03-15"
"1996","Diabolique (1996)","17,100,266 ","5,524,055 ","03-22"
"1996","Sgt. Bilko","30,356,793 ","8,110,080 ","03-29"
"1996","Oliver & Company (Re-issue)","20,872,291 ","4,490,921 ","03-29"
"1996","Primal Fear","56,116,183 ","9,871,222 ","04-05"
"1996","A Thin Line Between Love and Hate","34,767,836 ","9,310,414 ","04-05"
"1996","James and the Giant Peach","28,946,127 ","7,539,098 ","04-12"
"1996","Fear","20,831,000 ","6,312,240 ","04-12"
"1996","The Truth About Cats & Dogs","34,861,807 ","6,769,363 ","04-26"
"1996","The Quest","21,686,547 ","7,029,120 ","04-26"
"1996","The Craft","24,819,936 ","6,710,995 ","05-03"
"1996","Twister","241,721,524 ","41,059,405 ","05-10"
"1996","Flipper","20,080,020 ","4,209,525 ","05-17"
